technique_id,technique_name,data_component_id,data_component_name,requirement_rows,unique_log_source_requirements,has_explicit_event_id_requirement,exact_event_evidence,any_source_evidence,best_evidence_status,best_evidence_strength,evidence_sources
T1001,Data Obfuscation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.001,Web Protocols,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.001,Web Protocols,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.001,Web Protocols,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1071.001,Web Protocols,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.001,Web Protocols,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1071.002,File Transfer Protocols,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.002,File Transfer Protocols,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.002,File Transfer Protocols,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1071.002,File Transfer Protocols,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.002,File Transfer Protocols,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1071.003,Mail Protocols,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.003,Mail Protocols,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1071.003,Mail Protocols,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.003,Mail Protocols,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1071.004,DNS,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.004,DNS,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1071.004,DNS,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.004,DNS,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1071.005,Publish/Subscribe Protocols,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.005,Publish/Subscribe Protocols,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1071.005,Publish/Subscribe Protocols,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1071.005,Publish/Subscribe Protocols,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1072,Software Deployment Tools,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1072,Software Deployment Tools,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1072,Software Deployment Tools,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1072,Software Deployment Tools,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1074,Data Staged,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1074,Data Staged,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074,Data Staged,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074,Data Staged,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074,Data Staged,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.001,Local Data Staging,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.001,Local Data Staging,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.001,Local Data Staging,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.001,Local Data Staging,DC0057,Snapshot Creation,3,3,False,False,True,source_observed,2,BOTS
T1074.001,Local Data Staging,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.002,Remote Data Staging,DC0025,Cloud Storage Access,8,8,False,False,True,source_observed,2,BOTS
T1074.002,Remote Data Staging,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.002,Remote Data Staging,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.002,Remote Data Staging,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.002,Remote Data Staging,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1074.002,Remote Data Staging,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1074.002,Remote Data Staging,DC0102,Network Share Access,7,7,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078,Valid Accounts,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078,Valid Accounts,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078,Valid Accounts,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078,Valid Accounts,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.001,Default Accounts,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.001,Default Accounts,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.001,Default Accounts,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.002,Domain Accounts,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.002,Domain Accounts,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.002,Domain Accounts,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.002,Domain Accounts,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.003,Local Accounts,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.003,Local Accounts,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.003,Local Accounts,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.004,Cloud Accounts,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.004,Cloud Accounts,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1078.004,Cloud Accounts,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1080,Taint Shared Content,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1080,Taint Shared Content,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1080,Taint Shared Content,DC0102,Network Share Access,7,7,True,True,True,exact_event_observed,3,BOTS | EVTX
T1082,System Information Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1082,System Information Discovery,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1082,System Information Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1082,System Information Discovery,DC0075,Instance Enumeration,5,5,False,False,True,source_observed,2,BOTS
T1083,File and Directory Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1083,File and Directory Discovery,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1083,File and Directory Discovery,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1083,File and Directory Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087,Account Discovery,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087,Account Discovery,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087,Account Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087,Account Discovery,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087,Account Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087,Account Discovery,DC0083,Cloud Service Enumeration,12,12,False,False,True,source_observed,2,BOTS
T1087,Account Discovery,DC0099,Group Enumeration,6,6,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.001,Local Account,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.001,Local Account,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.001,Local Account,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.002,Domain Account,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.002,Domain Account,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.002,Domain Account,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1087.003,Email Account,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.003,Email Account,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.003,Email Account,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.003,Email Account,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.003,Email Account,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.004,Cloud Account,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.004,Cloud Account,DC0013,User Account Metadata,29,29,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.004,Cloud Account,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1087.004,Cloud Account,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090,Proxy,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090,Proxy,DC0051,Firewall Rule Modification,14,14,False,False,True,source_observed,2,BOTS | EVTX
T1090,Proxy,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090,Proxy,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1090,Proxy,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.001,Internal Proxy,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.001,Internal Proxy,DC0051,Firewall Rule Modification,14,14,False,False,True,source_observed,2,BOTS | EVTX
T1090.001,Internal Proxy,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.001,Internal Proxy,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.001,Internal Proxy,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1090.001,Internal Proxy,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.001,Internal Proxy,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1090.002,External Proxy,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.002,External Proxy,DC0051,Firewall Rule Modification,14,14,False,False,True,source_observed,2,BOTS | EVTX
T1090.002,External Proxy,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1090.002,External Proxy,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.002,External Proxy,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1090.003,Multi-hop Proxy,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1090.003,Multi-hop Proxy,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.003,Multi-hop Proxy,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1090.003,Multi-hop Proxy,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.003,Multi-hop Proxy,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1090.004,Domain Fronting,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.004,Domain Fronting,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1090.004,Domain Fronting,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1091,Replication Through Removable Media,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1091,Replication Through Removable Media,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1091,Replication Through Removable Media,DC0042,Drive Creation,22,22,True,False,True,source_observed,2,BOTS | EVTX
T1091,Replication Through Removable Media,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1092,Communication Through Removable Media,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1092,Communication Through Removable Media,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1092,Communication Through Removable Media,DC0042,Drive Creation,22,22,True,False,True,source_observed,2,BOTS | EVTX
T1095,Non-Application Layer Protocol,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1095,Non-Application Layer Protocol,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1095,Non-Application Layer Protocol,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1098,Account Manipulation,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098,Account Manipulation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098,Account Manipulation,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098,Account Manipulation,DC0066,Active Directory Object Modification,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.001,Additional Cloud Credentials,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.001,Additional Cloud Credentials,DC0066,Active Directory Object Modification,11,11,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.001,Additional Cloud Credentials,DC0087,Active Directory Object Creation,4,4,True,False,True,source_observed,2,BOTS | EVTX
T1098.002,Additional Email Delegate Permissions,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.002,Additional Email Delegate Permissions,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.002,Additional Email Delegate Permissions,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.003,Additional Cloud Roles,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.004,SSH Authorized Keys,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.004,SSH Authorized Keys,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.004,SSH Authorized Keys,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.005,Device Registration,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.005,Device Registration,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.005,Device Registration,DC0087,Active Directory Object Creation,4,4,True,False,True,source_observed,2,BOTS | EVTX
T1098.006,Additional Container Cluster Roles,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1098.007,Additional Local or Domain Groups,DC0010,User Account Modification,41,41,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102,Web Service,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1102,Web Service,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102,Web Service,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1102.001,Dead Drop Resolver,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1102.001,Dead Drop Resolver,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102.001,Dead Drop Resolver,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1102.002,Bidirectional Communication,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102.002,Bidirectional Communication,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1102.002,Bidirectional Communication,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102.002,Bidirectional Communication,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1102.003,One-Way Communication,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102.003,One-Way Communication,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1102.003,One-Way Communication,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1102.003,One-Way Communication,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1104,Multi-Stage Channels,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1104,Multi-Stage Channels,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1104,Multi-Stage Channels,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1105,Ingress Tool Transfer,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1105,Ingress Tool Transfer,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1105,Ingress Tool Transfer,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1105,Ingress Tool Transfer,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1105,Ingress Tool Transfer,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1106,Native API,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1106,Native API,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1106,Native API,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110,Brute Force,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.001,Password Guessing,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.002,Password Cracking,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.002,Password Cracking,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.002,Password Cracking,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.002,Password Cracking,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.002,Password Cracking,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.003,Password Spraying,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1110.004,Credential Stuffing,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1111,Multi-Factor Authentication Interception,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1111,Multi-Factor Authentication Interception,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1111,Multi-Factor Authentication Interception,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1111,Multi-Factor Authentication Interception,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1111,Multi-Factor Authentication Interception,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1111,Multi-Factor Authentication Interception,DC0079,Driver Load,3,3,True,True,True,exact_event_observed,3,BOTS | EVTX
T1112,Modify Registry,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1112,Modify Registry,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1113,Screen Capture,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1113,Screen Capture,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114,Email Collection,DC0102,Network Share Access,7,7,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.001,Local Email Collection,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.001,Local Email Collection,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.001,Local Email Collection,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.001,Local Email Collection,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.002,Remote Email Collection,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.002,Remote Email Collection,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.002,Remote Email Collection,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.002,Remote Email Collection,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.003,Email Forwarding Rule,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.003,Email Forwarding Rule,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.003,Email Forwarding Rule,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.003,Email Forwarding Rule,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1114.003,Email Forwarding Rule,DC0070,Cloud Service Metadata,10,10,False,False,True,source_observed,2,BOTS
T1115,Clipboard Data,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1115,Clipboard Data,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1119,Automated Collection,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1119,Automated Collection,DC0029,Script Execution,32,32,True,True,True,exact_event_observed,3,BOTS | EVTX
T1119,Automated Collection,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1119,Automated Collection,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1119,Automated Collection,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1120,Peripheral Device Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1120,Peripheral Device Discovery,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1120,Peripheral Device Discovery,DC0054,Drive Access,8,8,True,True,True,exact_event_observed,3,BOTS | EVTX
T1120,Peripheral Device Discovery,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1123,Audio Capture,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1123,Audio Capture,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1123,Audio Capture,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1123,Audio Capture,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1123,Audio Capture,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0001,Scheduled Job Creation,17,17,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0005,Scheduled Job Metadata,8,8,True,False,True,source_observed,2,BOTS | EVTX
T1124,System Time Discovery,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1124,System Time Discovery,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1124,System Time Discovery,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1125,Video Capture,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1125,Video Capture,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1127,Trusted Developer Utilities Proxy Execution,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127,Trusted Developer Utilities Proxy Execution,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1127,Trusted Developer Utilities Proxy Execution,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1127,Trusted Developer Utilities Proxy Execution,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
